020002000601010101:[authentication username=%s password=%s]
020002000601010201:[authentication username=%s password=%s]
020002000601010301:[authentication username=%s password=%s]
020002000601010401:[authentication username=%s password=%s]
020002000601010501:[authentication username=%s password=%s]
020002000601010601:[authentication username=%s password=%s]
020002000601010701:[authentication username=%s password=%s]
020002000601010801:[authentication username=%s password=%s]
020002000601010901:[authentication username=%s password=%s]
020002000601011001:[authentication username=%s password=%s]
020002000601020101:[authentication username=%s password=%s]
020002000601020201:[authentication username=%s password=%s]
020002000601020301:[authentication username=%s password=%s]
020002000601020401:[authentication username=%s password=%s]
020002000601020501:[authentication username=%s password=%s]
020002000601020601:[authentication username=%s password=%s]
020002000601020701:[authentication username=%s password=%s]
020002000601020801:[authentication username=%s password=%s]
020002000601020901:[authentication username=%s password=%s]
020002000601021001:[authentication username=%s password=%s]
020002000601030101:[authentication username=%s password=%s]
020002000601030201:[authentication username=%s password=%s]
020002000601030301:[authentication username=%s password=%s]
020002000601030401:[authentication username=%s password=%s]
020002000601030501:[authentication username=%s password=%s]
020002000601030601:[authentication username=%s password=%s]
020002000601030701:[authentication username=%s password=%s]
020002000601030801:[authentication username=%s password=%s]
020002000601030901:[authentication username=%s password=%s]
020002000601031001:[authentication username=%s password=%s]
020002000601040101:[authentication username=%s password=%s]
020002000601040201:[authentication username=%s password=%s]
020002000601040301:[authentication username=%s password=%s]
020002000601040401:[authentication username=%s password=%s]
020002000601040501:[authentication username=%s password=%s]
020002000601040601:[authentication username=%s password=%s]
020002000601040701:[authentication username=%s password=%s]
020002000601040801:[authentication username=%s password=%s]
020002000601040901:[authentication username=%s password=%s]
020002000601041001:[authentication username=%s password=%s]
020002000601050101:[authentication username=%s password=%s]
020002000601050201:[authentication username=%s password=%s]
020002000601050301:[authentication username=%s password=%s]
020002000601050401:[authentication username=%s password=%s]
020002000601050501:[authentication username=%s password=%s]
020002000601050601:[authentication username=%s password=%s]
020002000601050701:[authentication username=%s password=%s]
020002000601050801:[authentication username=%s password=%s]
020002000601050901:[authentication username=%s password=%s]
020002000601051001:[authentication username=%s password=%s]
020002000601060101:[authentication username=%s password=%s]
020002000601060201:[authentication username=%s password=%s]
020002000601060301:[authentication username=%s password=%s]
020002000601060401:[authentication username=%s password=%s]
020002000601060501:[authentication username=%s password=%s]
020002000601060601:[authentication username=%s password=%s]
020002000601060701:[authentication username=%s password=%s]
020002000601060801:[authentication username=%s password=%s]
020002000601060901:[authentication username=%s password=%s]
020002000601061001:[authentication username=%s password=%s]
